0,0,0
1,4,9
2,4,12
3,1,10
4,6,16
5,8,4
6,4,21
7,9,46
8,9,32
9,8,28
10,9,22
11,13,34
12,13,15
13,17,16
14,18,19
15,21,22
16,19,9
17,15,12
18,13,15
19,33,6
20,27,13
21,21,16
22,26,11
23,37,8
24,34,11
25,30,50
26,29,37
27,26,27
28,28,9
29,31,37
30,30,59
31,23,182
32,22,95
33,23,29
34,15,136
35,11,110
36,11,68
37,12,64
38,12,46
39,7,62
40,7,59
41,8,34
42,11,17
43,16,20
44,13,35
45,18,28
46,23,98
47,17,129
48,16,85
49,10,77
50,15,38
