0,0,0
1,1,1
2,7,1
3,2,0
4,8,0
5,8,0
6,14,1
7,10,31
8,1,109
9,0,40
10,0,9
11,3,36
12,0,54
13,2,51
14,4,25
15,3,28
16,2,24
17,4,18
18,2,12
19,6,8
20,13,2
21,9,0
22,4,0
23,15,0
24,12,0
25,19,2
26,20,1
27,17,3
28,26,3
29,24,1
30,29,0
31,28,0
32,28,0
33,38,1
34,0,359
35,0,124
36,2,49
37,5,58
38,2,53
39,1,55
40,4,30
41,6,21
42,3,24
43,2,71
44,0,55
45,2,70
46,1,21
47,1,15
48,2,14
49,1,90
50,0,56
