-1.78354414952804,-0.167347639304777,-0.239517231889838,-0.247851943623913,-0.775589595120228
-0.213791915642644,-0.609438099548078,-1.13606646779202,-0.189586607189279,-0.111618419030559
-0.954661692594906,-0.468997524846999,-1.55568237783912,-1.78466011679849,-1.68738164913802
-1.11555200747595,-0.103090728167713,-0.0676065535388686,-0.827327951475775,-0.247971632478769
-0.507330613832311,-1.17771119561476,-1.12890248069894,-1.95245518549608,-0.19253960804782
-0.50352888642097,-2.13619686372349,-0.3427901119118,-0.423476145989526,-0.402841520266792
-2.08237829580143,-0.812411804476197,-0.282720276042935,-0.733638204383426,-0.568661652721803
-1.22213363767356,-0.826972142005696,-1.95352858218846,-0.803548391723136,-1.60223685227499
-0.548856518746967,-2.57385380100492,-1.28800182845669,-1.86701647602052,-3.19986843446724
-0.46048226262286,-1.1078194457378,-0.525746252543785,-1.53564343507436,-1.84112104541901
-0.669399604526569,-0.326165029650213,-1.07334439698955,-2.20085915220816,-3.0969832795412
-0.683149496062669,-0.139690545428044,-4.527971164133,-0.882520062033615,-0.421202173252977
-0.627293237240188,-0.213729904563031,-1.04520381587569,-0.25437323431368,-0.576057835408698
-0.584742319387286,-1.82908642171876,-0.404941885498217,-0.448275356276459,-0.0115900330265677
-0.141656324792282,-0.391502332157859,-1.2686776114119,-0.038909918259252,-0.240527279382052
-0.186680611704734,-0.162915015765888,-0.127433586097669,-0.35504885179051,-0.272657982370477
-2.19418681545215,-2.43547644985423,-2.43534484312456,-1.67593546725337,-0.225964044227099
-0.351419692866332,-0.642281888507717,-0.280557353497692,-0.22860091485337,-1.66393482089598
-0.108155234619417,-0.300902474523081,-0.787470116557003,-0.215324857316899,-0.00496982182763553
-1.2739212974381,-0.0846941034267953,-0.444062639128923,-0.53877645262239,-0.332033826661092
-1.47752459757458,-0.638766125285526,-0.169129710730573,-0.544424390382001,-0.848168529133539
-4.17795059758591,-0.0562064880540444,-0.213330479559291,-0.351485984900623,-0.0739651498517359
-2.04808584138214,-0.68489025122355,-0.848575238809452,-1.59410559805184,-0.0310822756387964
-2.37105743734133,-0.81215860632708,-0.943692625817777,-1.76992449098416,-0.766164525599835
-1.44018045613983,-0.268393623386379,-2.64677996746738,-0.35902330466787,-0.151650503907245
-0.234270970204589,-0.244588759119265,-3.44483755639668,-1.88503832123643,-5.69333137648555
-0.511273114398419,-0.621064875690811,-3.5398216048429,-0.527523310027758,-0.309891721889504
-0.0941483729336117,-0.0523798721080521,-1.61957815154225,-0.705568096670975,-2.164854215573
-0.579060650473965,-1.2507513639432,-1.86552185147731,-0.065672521606614,-0.335913649825614
